Reporting Year,Building ID,MapLot,Year Added,Annual Report Received,Report Type,Buildings Included,Parent Building ID,Assessor Address,Address Point GIS,Property Type,Primary Property Type - Self Selected,Year Built,Property GFA - Self Reported (ft2),Grantee,Co_grantee,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2)
2016,106-64,203B-66,2015,Yes,Child,"106-6, 106-65, 106-5, 106-66, 106-67, 106-16, 106-68, 106-4, 106-69, 106-70, 106-14, 106-63, 106-7, 106-64",,102 Sherman Street,"20 Walden Square Rd
Cambridge, MA
(42.389622421, -71.132054227)",Residential,Multifamily Housing,1974,156003,WSQ Limited Partnership,"C/O Winn Residential, Attn: Li Sosna",63,689338.9,2352024.7,180331.1118,18033111.2,,,,,,,,,,20385135.8,19805880,130.7,127,26320124.2,25711905.5,168.7,164.8,1345,8.6,12937.6,
2016,46-10,267.3-28,2015,Yes,Child,"46-3, 46-10, 46-9",,89 Blanchard Rd,"30 Normandy Ave
Cambridge, MA
(42.394035633, -71.156980921)",Residential,Multifamily Housing,1974,79000,"Di Giovanni, Vincent A.","Antonio Di Giovanni, Trs Of",,,,,,,,,,,,,,,,,,,,,,,,,,
2017,220-1,173-48,2015,Yes,Single,,,1654 Massachusetts Ave,"1648 Massachusetts Ave
Cambridge, MA
(42.381471636, -71.119778644)",Residential,Multifamily Housing,1900,27604,"Miller, Tucker Reed",John Kurt Miller,100,103516,353197,3881,388096,,,,,,,,,,741292,749738,27,27,1516538,1525406,55,55,51,2,966,35
2018,59-42,268A-52,2015,Yes,Child,"59-25, 59-38, 59-39, 59-42, 59-22, 59-31, 59-37, 59-36, 59-40",,21-132 Jackson Pl,"109 Jackson Pl
Cambridge, MA",Multifamily Housing,Multifamily Housing,1952,207765,Cambridge Housing Authority,,55,1249084.9,4261878.1,120102.9967,12010299.7,,,,,,,,,92299,16272177.7,16679673.3,78.3,16679673.3,25993111.8,26420982.2,125.1,26420982.2,964.7,4.6,15875.9,76.41
2017,433-12,134-56,2015,Yes,Single,,,1105 Massachusetts Ave,"1105 Massachusetts Ave
Cambridge, MA
(42.370690641, -71.113685009)",Residential,Multifamily Housing,1974,122297,"1105B, LLC",,14,1604634,5475011,40692,4069200,,,,,,,,,,9544211,9743851,78,80,21464194,21818189,176,178,684,6,4340,35
2018,241-45,144-1,2015,Yes,Parent,"241-45, 241-8, 241-4, 241-41",,2 Oxford St,"12 Oxford St
Cambridge, MA",Laboratory,Laboratory,1958,254734,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,5967812.6,20362179.2,4327.99973,432800,,,,,,,23598719.6,43670904.5,,88064603.3,88988964.3,345.7,88988964.3,140528295,141779557.8,551.7,141779557.8,5727.5,22.5,2423.9,9.52
2016,184-7,208-15,2015,Yes,Child,"184-1, 184-2, 184-3, 184-8, 184-4, 184-5, 184-6, 184-7, 188-2, 188-1",,4-46 Fernald Drive,"24 Fernald Dr
Cambridge, MA
(42.383105477, -71.12608254)",Residential,Multifamily Housing,1949,202814,President & Fellows Of Harvard College,C/O Harvard Resl Estate Inc,97,639458.7,2181833.5,79404.3948996,7940439.5,,,,,,,,,,10122273,10092072.4,49.9,49.8,15188418.6,15134505.4,74.9,74.6,632.8,3.1,4905.2,24.19
2018,673-1,71-55,2017,Yes,Single,,,181 Massachusetts Ave,"181 Massachusetts Ave
Cambridge, MA",Laboratory,Laboratory,2015,564120,"Mit 181 Massachusetts Ave Fee Own . Llc,",C/O Mit Investment Mgmt Co,,5050405.7,17231986.2,1237015.012,123701501.2,,,,,,,,68428909.2,,209362396.7,217824519.2,371.1,217824519.2,266317802.9,275385827.3,472.1,275385827.3,12435.2,22,23564.8,41.77
2018,318-7,159-1,2015,Yes,Single,,,1341 Massachusetts Ave,"17 Harvard
Cambridge, MA",Residence Hall/Dormitory,Residence Hall/Dormitory,1805,28183,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",85,122599.4,418309.4,1607.346607,160734.7,,,,,,,,1197784.4,,1776828.4,1854335.7,63,1854335.7,2923246.7,3016160.4,103.7,3016160.4,120.1,4.3,114.6,4.07
2016,266-10,157-69,2015,Yes,Single,,,1525-1587 Massachusetts Ave,"1525 Massachusetts Ave
Cambridge, MA
(42.377129061, -71.119877059)",Nonresidential,College/University,1967,40810,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,276710.1,944135,,,,,,,,,517500,2260705.9,,3722340.9,3672837.8,91.2,90,6201805.9,6147636.7,152,150.6,268.7,6.6,264.1,
2017,99-1,179-87,2015,Yes,Parent,"99-1, 99-4",,23 White St,"1 White St
Cambridge, MA
(42.388664994, -71.118995134)",Nonresidential,Retail Store,1955,175898,"Hekimian, James S. &","Kaig Der Manuelian, Trs.",,5479101,18694694,48960,4896000,,,,,,,,,,23590694,23990488,134,136,63842138,64629012,363,367,1693,10,5997,34
2017,267-15,255-100,2015,Yes,Child,"267-10, 267-13, 267-12, 267-56, 267-50, 267-44, 267-32, 267-37, 267-35, 267-30, 267-28, 267-27, 267-24, 267-17, 267-16, 267-14, 267-31, 267-21, 267-43, 267-34, 267-18, 267-19, 267-19, 267-15, 267-10",,18 Cushing Court,"19-1 Corcoran Ln
Cambridge, MA
(42.376362485, -71.153467994)",Nonresidential,Multifamily Housing,1953,200633,Cambridge Housing Authority,,67,700848,2391293,146876,14687600,,,,,,,,,,17078894,18057847,85,90,22930642,23958543,114,119,984,5,16341,81
2018,591-19,43-70,2015,Yes,Single,,,105 Broadway,"105 Broadway
Cambridge, MA",Office,Office,1989,162187,"Zuckerman, Mortimer B.,David Barrett, Tr",C/O Boston Properties Inc,81,3715176.7,12676184.3,37828.00335,3782800.3,,,,,,,,,,16458984.6,16618844.9,101.5,16618844.9,43775159,43943012.3,269.9,43943012.3,1172.8,7.2,1283.7,7.91
2018,437-13,161-58,2015,Yes,Parent,"437-13, 437-12",,48 Mill St,"101 Dunster St
Cambridge, MA",Residence Hall/Dormitory,Residence Hall/Dormitory,1931,215930,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,1019374.9,3478107.6,9202.0004,920200,,,,,,,,8777001.7,,13175309.4,,61,,22446561.7,,104,,898.3,4.2,3845.7,17.81
2017,106-31,204-147,2015,Yes,Child,"106-26, 106-49, 106-46, 106-32, 106-31, 106-28",,181 Walden St,"44 Lincoln Way
Cambridge, MA
(42.387958079, -71.129305062)",Residential,Multifamily Housing,1950,105728,Cambridge Affordable Presidential,Apartments LLC.,80,520593,1776263,45338,4533800,,,,,,,,,100486,6652921,6825310,63,65,10680815,10835193,101,103,422,4,4749,45
2018,747-7,61-14,2015,Yes,Single,,,515 Memorial Dr,"500 Memorial Dr
Cambridge, MA",College/University,College/University,1981,132006,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,677439.9,2311425.3,4830.0012,483000.1,,,,,,,,7589065.4,,10383490.8,,78.7,,16894983.1,,128,,706.8,5.4,5176.5,39.21
2018,330-1,241-14,2015,Yes,Parent,"330-1, 330-3, 330-4, 330-5, 330-8",,300 Mt Auburn St,"330 Mt Auburn St
Cambridge, MA",Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),2009,932469,Mt. Auburn Hospital,% Thomas O'Donnell-Administration,57,21505436.9,73376559.7,1361644.156,136164415.6,,34086,,,,,,,,209575061.3,,224.8,,373409460.7,,400.5,,12860.8,13.8,33320.4,35.73
2016,74-28,181-88,2015,Yes,Single,,,2067 Massachusetts Ave,"2067 Massachusetts Ave
Cambridge, MA
(42.391423799, -71.12321958)",Nonresidential,Office,1897,110628,Henderson Carriage Limited Partnership,C/O H.J. Davis Development Trust,74,1852468.8,6320624.4,38384.00027,3838400,,,,,,,,,,10159024.5,10152331.2,75.9,75.9,23877080.8,23870052.9,178.5,178.4,815.4,6.1,3393.9,25.37
2017,356-26,165-53,2015,Yes,Single,,,124 Mt Auburn St,"124 Mt Auburn St
Cambridge, MA
(42.373337491, -71.122959785)",Nonresidential,Office,1984,196007,President & Fellows Of Harvard College,C/O Harvard Planning & Real Estate,72,4013763,13694960,,,,,,,,,,,,13694960,13694960,70,70,43002173,43002173,219,219,1170,6,3173,16
2017,252-16,172-60,2015,Yes,Single,,,29 Garden St,"29 Garden St
Cambridge, MA
(42.379013923, -71.124151789)",Nonresidential,Multifamily Housing,2004,116309,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",53,706198,2409549,51255,5125519,,,,,,,,,,7535067,7719575,65,66,12947777,13074983,111,112,478,4,2467,21
2016,68-37,195-169,2015,No,Single,,,120-124 Rindge Avenue,"124 Rindge Ave
Cambridge, MA
(42.393038612, -71.129634514)",Residential,,,,Attn: Property Manager,The Wyeth,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,411-7,80-165,2015,Yes,Child,"392-13, 411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",,427 Windsor St,"380 Columbia St
Cambridge, MA
(42.371869746, -71.095032022)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Peabody Properties Inc.,67,247973,846085,35211,3521122,,,,,,,,,,4367207,4538791,85,88,6353885,6492368,124,126,259,5,2432,47
2016,610-7,43A-28,2015,Yes,Single,,,545 Technology Sq,"100 Technology Sq
Cambridge, MA
(42.364125112, -71.091346835)",Nonresidential,Office,2001,255441,"MIT Real Estate, LLC","C /O Are-Tech Sq, Llc/ MIT Real Estate",1,14092425.1,48083360.3,395583.4678,39558346.8,,,,,,,,,,87641707,86586613.6,343.1,339,192518015.4,190407393.5,753.7,745.4,6753,26.4,10059.1,20.14
2017,378-10,1A-171,2015,Yes,Single,,,1-2 Earhart St,"2 Earhart St
Cambridge, MA
(42.371006176, -71.074270734)",Residential,Multifamily Housing,2008,311202,Sierra Plus Tango LLC,C/O Pan Am Railways,44,2324107,7929853,116893,11689321,,,,,,,,,,19619174,19454971,63,63,37173526,37001113,120,119,1298,4,9711,31
2017,725-4,66-153,2015,Yes,Single,,,200 Sidney St,"130 Waverly St
Cambridge, MA
(42.356174557, -71.10528368)",Nonresidential,Laboratory,1996,100854,"BMR-200 Sidney Street LLC,",C/O Paradigm Tax Group,,1323720,4516533,80647,8064700,,,,,,,,,,12581233,12581233,125,125,22649848,22649848,225,225,814,8,561,6
2018,59-31,268A-49,2015,Yes,Child,"59-25, 59-38, 59-39, 59-42, 59-22, 59-31, 59-37, 59-36, 59-40",,1 Jackson Pl,"1 Jackson Pl
Cambridge, MA",Multifamily Housing,Multifamily Housing,1952,207765,Cambridge Housing Authority,,55,1249084.9,4261878.1,120102.9967,12010299.7,,,,,,,,,92299,16272177.7,16679673.3,78.3,16679673.3,25993111.8,26420982.2,125.1,26420982.2,964.7,4.6,15875.9,76.41
2017,506-37,118-30,2015,Yes,Single,,,825 Massachusetts Ave,"831 Massachusetts Ave
Cambridge, MA
(42.367089928, -71.106446347)",Municipal,Office,1950,21808,Cambridge City Of,,67,333774,1138838,5392,539241,,,,,,,,,,1678079,1718504,77,79,4142153,4184600,190,192,126,6,17229,790
2016,345-3,169-42,2015,Yes,Single,,,12-30 Palmer St,"12 Palmer St
Cambridge, MA
(42.37390887, -71.120108503)",Nonresidential,Retail Store,1963,52000,Harvard Cooperative Society,"C/O Thomas A. Wagner, Jr.",78,805795.1,2749373.3,530.698525,53069.9,,855600,,,,,,,,3658043.2,,70.3,,9552911.5,,183.7,,332.3,6.4,899.9,17.31
2016,668-26,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"60 Vassar St
Cambridge, MA
(42.361805142, -71.091367418)",Nonresidential,College/University,1957,133545,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,2404001.8,8202455.2,,,,,,,,,4800910.7,13456378.4,,26459744.2,,198.1,,46745196.2,,350,,1940,14.5,1165.5,
2018,553-4,122-199,2017,Yes,Single,,,98 Putnam Ave,"101 Kinnaird St
Cambridge, MA",K-12 School,K-12 School,2015,152065,Cambridge City Of,Martin Luther King School,100,894932.2,3053509.1,3405.428716,340542.9,,,,,,,,,128457.5,3832348.9,3889124.3,25.2,3889124.3,10383885.5,10542505.8,68.3,10542505.8,252.2,1.7,5391.7,35.46
2016,245-45,257-47,2015,Yes,Child,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",,676-694 Huron Ave,"55 Fresh Pond Pl
Cambridge, MA
(42.379595224, -71.153306961)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
2016,307-14,170-35,2015,Yes,Single,,,7 Appian Way,"13 Appian Way
Cambridge, MA
(42.375395273, -71.121710942)",Nonresidential,College/University,1912,66974,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,522465,1782650.7,29646.1182974,2964611.8,,,,,,,,,,4747262.5,4687804.2,70.9,70,8710365.6,8647934.4,130.1,129.1,329.9,4.9,522.1,7.8
2017,241-60,144-1,2015,Yes,Single,,,2 Oxford St,"21 Kirkland St
Cambridge, MA
(42.376493187, -71.114829196)",Nonresidential,Residence Hall/Dormitory,1838,8230,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",83,51646,176216,0,0,,,,,,,,382102,,558318,579554,68,70,1013003,1038550,123,126,40,5,260,32
2016,81-6,265C-25,2015,Yes,Child,"81-1, 81-3, 81-6, 81-7, 81-2",,168-210 Alewife Brook Pkwy,"174 Alewife Brook Pkwy
Cambridge, MA
(42.390217375, -71.141917211)",Nonresidential,Strip Mall,1980,267440,The Fresh Pond Mall Limited Partnership,,,5416850.3,18482295.5,130773.9978,13077399.8,,,,,,,,,,31559695.3,31014420.8,118,116,71765677.6,70676969.6,268.3,264.3,2482.7,9.3,3998.1,14.95
2016,318-5,159-1,2015,Yes,Single,,,1341 Massachusetts Ave,"17 Harvard Yard
Cambridge, MA
(42.374576722, -71.118652043)",Residential,Residence Hall/Dormitory,1925,10369,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",87,32460.8,110756.2,1062.981524,106298.2,,,,,,,,600562.4,,817616.7,811591,78.9,78.3,1181888.7,1174510.6,114,113.3,56.2,5.4,217.6,
2017,380-4,165-40,2015,Yes,Child,"380-2, 380-1, 380-4, 380-5, 380-9",,122 Mt Auburn St,"4 University Rd
Cambridge, MA
(42.373084149, -71.123054187)",Residential,Multifamily Housing,1920,35505,President & Fellows Of Harvard College,,74,238163,812612,15651,1565147,,,,,,,,,,2377759,2450963,67,69,4195007,4248143,118,120,153,4,1234,35
2017,665-15,92-130,2015,Yes,Single,,,80 Auburn Pk,"117 Pacific St
Cambridge, MA
(42.36070392, -71.10293592)",Residential,Multifamily Housing,1990,3449,Massachusetts Institute Of Technology,C/O MIT Investment Management Comp.,,16777,57243,2102,210181,,,,,,,,,,267424,277566,78,81,400434,411082,116,119,16,5,185,54
2018,241-8,144-1,2015,Yes,Child,"241-45, 241-8, 241-4, 241-41",,2 Oxford St,"12 Oxford St
Cambridge, MA",Laboratory,Laboratory,1958,254734,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,5967812.6,20362179.2,4327.99973,432800,,,,,,,23598719.6,43670904.5,,88064603.3,88988964.3,345.7,88988964.3,140528295,141779557.8,551.7,141779557.8,5727.5,22.5,2423.9,9.52
2017,319-21,169-14,2016,Yes,Single,,,51 Brattle St,"51 Brattle St
Cambridge, MA
(42.374324911, -71.12178587)",Nonresidential,Office,2006,46245,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",47,802893,2739472,15076,1507600,,,,,,,,,,4247072,4314675,92,93,10184922,10215421,220,221,314,7,,
2016,245-11,257-47,2015,Yes,Parent,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",,676-694 Huron Ave,"17 Fresh Pond Pl
Cambridge, MA
(42.380007083, -71.153242189)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
2018,319-21,169-14,2016,Yes,Single,,,51 Brattle St,"51 Brattle St
Cambridge, MA",Office,Office,2006,46245,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",36,852266.9,2907935.1,21061.00239,2106100.2,,,,,,,,,,5014035.3,5143130.3,108.4,5143130.3,11342321.5,11513712.8,245.3,11513712.8,334.8,7.2,,
2016,707-16,95-72,2016,Yes,Single,,,137-149 Sidney St,"24 Emily St
Cambridge, MA
(42.359536835, -71.103948541)",Nonresidential,Laboratory,1954,37116,"Mit 149 Sidney Spe Llc,",C/O Mit Investment Management Comp.,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,688-2,68-47,2015,Yes,Single,,,254 Massachusetts Ave,"192 Massachusetts Ave
Cambridge, MA
(42.361128509, -71.096649271)",Nonresidential,Office,2003,71092,Novartis Institutes For,"Biomedical Research, Inc.",,1420718,4847490,17158,1715761,,,,,,,,,,6563251,6621902,92,93,17022667,17013163,239,239,505,7,1712,24
2017,333-5,136-2,2015,Yes,Single,,,480 Broadway,"16 Quincy St
Cambridge, MA
(42.372965955, -71.114908821)",Nonresidential,College/University,1822,5976,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,24531,83700,1495,149453,,,,,,,25752,,,258905,267721,43,45,445497,454818,75,76,16,3,24,4
2018,81-2,265C-25,2015,Yes,Child,"81-1, 81-3, 81-6, 81-7, 81-2",,168-210 Alewife Brook Pkwy,"162 Alewife Brook Pkwy
Cambridge, MA",Strip Mall,Strip Mall,1980,267440,The Fresh Pond Mall Limited Partnership,,,5411231.2,18463123.2,137603.2929,13760329.3,,,,,,,,,,32223452.4,32706483.8,120.5,32706483.8,72422552.4,72795140,270.8,72795140,2146.5,8,3491.7,13.06
2018,378-10,1A-171,2015,Yes,Single,,,1-2 Earhart St,"2 Earhart St
Cambridge, MA",Multifamily Housing,Multifamily Housing,2008,311202,Sierra Plus Tango Llc,C/O Pan Am Railways,40,2318646.7,7911223.5,122889.1542,12288915.4,,,,,,,,,,20200138.9,20455449.4,64.9,20455449.4,37744602.9,37911249.6,121.3,37911249.6,1259.3,4,4255.2,13.67
2017,662-1,69-159,2015,No,Single,,,350 Massachusetts Ave,"350 Massachusetts Ave
Cambridge, MA
(42.362763792, -71.099314782)",Nonresidential,,,,Massachusetts Institute Of Technology,Office Of The Treasurer,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,707-9,95-71,2016,Yes,Single,,,12 Emily St,"12 Emily St
Cambridge, MA
(42.35985281, -71.104466041)",Nonresidential,Laboratory,1928,30965,Mit 12 Emily Street Llc,C/O Mit Investment Management Co,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,267-35,255-100,2015,Yes,Child,"267-10, 267-13, 267-12, 267-56, 267-50, 267-44, 267-32, 267-37, 267-35, 267-30, 267-28, 267-27, 267-24, 267-17, 267-16, 267-14, 267-31, 267-21, 267-43, 267-34, 267-18, 267-19, 267-19, 267-15, 267-10",,18 Cushing Court,"14-6 Corcoran Ln
Cambridge, MA
(42.376671806, -71.15349707)",Nonresidential,Multifamily Housing,1953,200633,Cambridge Housing Authority,,67,700848,2391293,146876,14687600,,,,,,,,,,17078894,18057847,85,90,22930642,23958543,114,119,984,5,16341,81
2016,398-2,165-55,2015,Yes,Single,,,14 University Rd,"20 University Rd
Cambridge, MA
(42.372368614, -71.123832965)",Nonresidential,Parking,1985,,"Friedman, Richard L., John L. Hall III",C/O Carpenter & Company,,11590352.2,39546286.4,157509.9903,15750999,,,,,,,,,,55297285.4,,80.3,,140713888.3,,204.3,,4662.5,,168.8,
2016,620-79,13-23,2015,Yes,Single,,,1 Main St,"1 Main St
Cambridge, MA
(42.361971421, -71.080101328)",Nonresidential,Office,1986,341830,Rreef America Reit Ii Corp.,,78,6452182.7,22014850,29469.7884974,2946978.8,,,,,,,,,,24961828.9,24318328.5,73,71.1,72220956.9,70506471.9,211.3,206.3,2286.4,6.7,4624.2,13.53
2018,559-3,17-84,2015,No,Single,,,165 Second St,"222 Third St
Cambridge, MA",,,,,American Twine Limited Partnership,C/O Transatlantic Investment Management,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2-9,185-58,2015,No,Single,,,39 Matignon Rd,"39 Matignon Rd
Cambridge, MA
(42.401848557, -71.132733342)",Nonresidential,,,,Archdiocese Central High School Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,252-30,172-59,2017,Yes,Single,,,1 Follen St,"1 Follen St
Cambridge, MA",College/University,College/University,1896,31457,Bard College Longy School Of Music,Attn: Business Office,,183200,625078.4,42019.82896,4201982.9,,,,,,,,,,4827061.3,5090031.4,153.4,5090031.4,6374828.2,6641989.3,202.7,6641989.3,271.1,8.6,86.4,2.75
2016,330-6,241-10,2015,No,Single,,,1010 Memorial Drive,"1010 Memorial Dr
Cambridge, MA
(42.37422516, -71.126446453)",Nonresidential,Laboratory,1999,,1010 Memorial Drive Tenants Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,401-3,133-51,2016,No,Single,,,1 Bow St,"1 Bow St
Cambridge, MA
(42.372100037, -71.115728713)",Nonresidential,,,,Bow Street Associates Llc,"% Tom Wagner, Controller",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,318-15,159-1,2015,Yes,Single,,,1341 Massachusetts Ave,"19 Quincy St
Cambridge, MA
(42.373892399, -71.114738979)",Residential,Residence Hall/Dormitory,1960,68027,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",98,200359.6,683627,,,,,,,,,287688,1580523.3,,2551838.4,2510186,37.5,36.9,4335711.4,4288375.1,63.7,63,186.2,2.7,168.6,
2018,411-9,80-165,2015,Yes,Child,"392-13, 411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",,427 Windsor St,"1 Citizens Pl
Cambridge, MA",Multifamily Housing,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Peabody Properties Inc.,65,261771.6,893164.7,34450.86678,3445086.7,,,,,,,,,,4338251.4,4485819.7,84.5,4485819.7,6421878.1,6594912,125.1,6594912,251.5,4.9,2248.6,43.8
2018,668-57,52A-21,2015,Yes,Single,,,60 Vassar St,"6 Vassar St
Cambridge, MA",College/University,College/University,1940,39121,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,646296,2205162.1,1494.99985,149500,,,,,,,,6249395,,8604057,,219.9,,14599462.9,,373.2,,592,15.1,425,10.86
2018,137-1,176-13,2015,Yes,Parent,"137-1, 137-2",,1800-2 Massachusetts Ave,"1800 Massachusetts Ave
Cambridge, MA",Multifamily Housing,Multifamily Housing,1985,45876,"Liu, Hong",,,,,,,,,,,,,,,,,,,,,,,,,,885.9,19.31
2017,42-8,267.4-176,2017,Yes,Single,,,165 Cambridgepark Dr,"165 Cambridgepark Dr
Cambridge, MA
(42.395106224, -71.147285058)",Residential,Multifamily Housing,2015,243078,"Hines Mip Cambridgepark Drive LLC,",C/O Hines Interests Limited Partnership,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,552-8,12-17,2015,Yes,Single,,,75-83 Cambridge Pkwy,"83 Cambridge Pkwy
Cambridge, MA",Multifamily Housing,Multifamily Housing,1989,400000,Esplanade Condo Assoc,,,2734491.8,9330087,267405.4587,26740545.9,,,,,,,,,,36070632.9,37022191.4,90.2,37022191.4,57374046.4,58373182.9,143.4,58373182.9,2135.7,5.3,8451.5,21.13
2016,69-9,267.4-311,2015,Yes,Parent,"69-9, 69-11",,55 Wilson Rd,"40 Smith Pl
Cambridge, MA
(42.391102924, -71.150805976)",Nonresidential,Office,1970,63500,"Div Fresh Pond 40 Smith Place, LLC",,,1504747.8,5134200.1,39568.9985473,3956899.9,,,,,,,,,,9091100,9048303.6,143.2,142.5,20276133.3,20231197,319.3,318.6,706.9,11.1,240.1,3.78
2016,387-10,242-38,2015,Yes,Child,"387-14, 387-22, 387-12, 387-23, 387-21, 387-18, 387-3, 387-6, 387-5, 387-24, 387-10, 387-8, 387-17, 387-25, 387-20, 387-39, 387-32, 387-28",,178 Coolidge Hill,"178 Coolidge Hill
Cambridge, MA
(42.372197022, -71.137620611)",Nonresidential,K-12 School,1926,143841,Shady Hill School,,,898460.8,3065548.8,43589.7132503,4358971.3,,,,,,,,,,7424520.1,7336892.4,51.6,51,14202743,14084892.4,98.7,97.9,528.1,3.7,1100.3,
2016,330-8,241-14,2015,Yes,Child,"330-1, 330-3, 330-4, 330-5, 330-8",,300 Mt Auburn St,"330 Mt Auburn St
Cambridge, MA
(42.374884531, -71.13406317)",Nonresidential,Hospital (General Medical & Surgical),2009,932469,Mt. Auburn Hospital,"C/O Nicholas Dileso, Chief Operating Officer",65,22349255.5,76255669.2,1030850.93115,103085093.1,,11325798,,,,,,,,190666560.4,185683480,204.5,199.1,359121205.1,352405425.9,385.1,377.9,13693.2,14.7,32230.9,
